Company Name,Type,Traded,Traded as,ISIN,Domain,Industry,Founded,Founders,Headquarters,Number of locations,Area served,Products,Services,Revenue,Operating income,Net income,Total assets,Total equity,Key people,Number of employees,Subsidiaries,Divisions,Website
EXL Service,Public,Nasdaq,EXLSS&,,Service,Service,Apr-99,"Vikram Talwar, Rohit Kapoor","320 Park Avenue, New York, United States",,,,Business Process Management- Operations Management & Analytics, US$1.3 billion ,,,,,"Garen Staglin, ChairmanRohit Kapoor, Vice Chairman & CEO","31,000",,,EXLService.com
Expedia Group,Public,Nasdaq,EXPES&,US65248E2037,Travel,Travel technology,"October 22, 1996",Rich Barton,"Seattle, Washington, U.S.",,,BedandBreakfast.comCarRentals.comClassic VacationsEbookersEgenciaExpedia.comExpedia CruisesExpedia Local ExpertExpedia Partner SolutionsHotels.comHotwire GroupOrbitzTravelocitytrivagowotifVrbo,, US$4.24 billion , US$903 million , US$565 million, US$21.42 billion , US$6.129 billion ,Barry Diller (Chairman) Peter Kern (CEO),"24,500",,,www.expediagroup.com
Expeditors International,Public,Nasdaq,EXPD,,Transportation/Logistics,Logistics,1979,,"Seattle, Washington, US",,,Freight Forwarding ServicesCustoms Brokerage,,US$8.1 billion †,US$796 million,US$818 million,US$3.3 billion,US$1.99 billion,Jeffrey S. Musser(President & CEO)Philip M. Coughlin (CSO)Bradley S. Powell (CFO),"17,400",,,www.expeditors.com
Exponent (consulting firm),,Nasdaq,EXPOS&,,Service,research,"April 1967 in Palo Alto, California, United States",Alan Stephen TetelmanBernard RossMarsh PoundJohn Shyne Sathya V. Hanagud,"149 Commonwealth Drive, Menlo Park, California, United States",,,,,,,,,,"Catherine Corrigan, CEO",900,,,exponent.com
Extreme Networks,Public,Nasdaq,EXTRS&,,Software/Hardware,Networking hardware,1996,Stephen HaddockHerb SchneiderGordon Stitt,"San Jose, California, United States",,,ExtremeCloud IQExtremeXOSExtremeWirelessExtremeSwitchingExtreme Fabric ConnectExtremeAnalyticsExtremeRoutingExtreme Defender for IoT,,US$948 million ,US$ 0.126 million ,US$ 0.126 million,,,"Ed Meyercord (President, CEO)Nabil Bukhari (CTO and CPO)  Remi Thomas (CFO)  Norman Rice (COO)  Joe Vitalone (CRO)  Kimberley Basnight (VP of Talent & Head of Diversity and Inclusion)  Katy Motiey (Chief Administrative and Sustainability Officer)","2,713",,,extremenetworks.com
EZCorp,Public,Nasdaq,EZPW,,Finance/Insurance,Specialty Consumer Financing,1989,"Courtland L. Logue, Jr.","Austin, Texas, USA",,"Mexico, Canada","Pawn, Retail, Short-term loans",,US$ 822.81 million ,,,,,"Stuart Grimshaw, Chief Executive OfficerJason Kulas, President and Chief Financial Officer","7,300",,,http://www.ezcorp.com/
F5 Networks,Public,Nasdaq,FFIVS&,,Software/Hardware,Technology,"February 26, 1996",,"Seattle, Washington, United States",,,Networking,,"US$ 2,161.407 †million", US$ 590.899million US$ 563.956million , US$ 453.689 millionUS$ 420.761 million," US$ 2,605.476million US$ 2,476.489million "," US$ 1,285.492million US$ 1,229.392million ",Fran√ßois Locoh-Donou (President and CEO),"5,700",,,www.f5.com 
"Facebook, Inc.",Public,Nasdaq,FB,,Social Media,Social mediaSocial network advertisingConsumer electronics,"January 4, 2004",Mark ZuckerbergEduardo SaverinAndrew McCollumDustin MoskovitzChris Hughes,"Menlo Park, California, U.S.",,Worldwide (except blocked countries),,, US$85.97 billion †, US$32.67 billion, US$29.15 billion , US$159.32 billion, US$128.29 billion,Mark Zuckerberg (CEO)Sheryl Sandberg (COO)David Wehner (CFO)Mike Schroepfer (CTO)Chris Cox (CPO),"60,654",Novi Financial,Facebook Reality Labs,about.fb.com
Famous Dave's,Subsidiary,NASDAQ,DAVE,,Hospitality,Restaurant,"June 23, 1994",Dave Anderson,"Minnetonka, Minnesota, United States",180,,"Barbecue ribs, beef brisket, chicken, burgers, soups, salads, desserts",,,,,,,"Jeff Crivello, CEO",,,,www.famousdaves.com/home
Faraday Future,,Nasdaq,FFIE,,Automotive,Automotive,Apr-14,Jia Yueting,"Los Angeles, California",,,,,,,,,,Carsten Breitfeld Chief Executive Officer,475,,,www.ff.com
Farmer Brothers,Public,Nasdaq,FARM,,FMCG,Foodservice,1912,Roy E. Farmer,"Northlake, Texas, U.S.",117,U.S.,"Coffee , Tea,  Spices, Smoothies",,US$545.9 million,,US$ 12.1 million,,,"Randy Clark(Chairman)D. Deverl Maserang II(President, CEO, Director) ","1,800",,,farmerbros.com
Farmmi,Public,Nasdaq,FAMI,,Agricultural,"Agriculture, Food processing",2003,,"Lishui, China",,Worldwide,Mushrooms,, US$ 18 million ,," US$ 1,4 million",,,Yefang Zhang (CEO),,,,"farmmi.com.cn , www.farmmi88.com"
Fastenal,Public,Nasdaq,FAST,,Service,Service,1967,Bob Kierlin,"Winona, Minnesota, U.S.","2,227 (Dec 31, 2018)","United States, Canada, Europe, Asia",,," US$ 3,326.106 †million", US$ 712.657million   US$ 673.691million  , US$ 448.636 million  US$ 420.536 million ," US$ 2,075.784million   US$ 1,815.832million  "," US$ 1,772.697million   US$ 1,560.36million  ","Daniel L. Florness (CEO),  Holden Lewis (CFO), Lee Hein (Senior Executive VP - Sales)","20,565",,,www.fastenal.com www.fastenal.ca
FBR Capital Markets,Subsidiary,Nasdaq,FBRC,,Finance/Insurance,Financial Institution,1989,,"Arlington, Virginia, United States",,,"Investment banking, Brokerage",,US $120.4 Million,,US $7.5 million,,,,303,,,www.brileyfbr.com
Fidelity Southern Corporation,Public,Nasdaq,LION,,Finance/Insurance,Financial services,1973,,"Atlanta, Georgia, U.S.",65 Branches (August 2017),,Retail BankingCommercial Banking MortgageSBATrust ServicesIndirect Lending,,," US$  101,667 thousands "," US$  138,754 thousands ", US$ 3.1billion ," US$  264,951million ",James Miller (Chairman)Palmer Proctor (President & CEO),1117,,,www.lionbank.com
Fifth Street Asset Management,Public,Nasdaq,FSAM,,Finance/Insurance,Asset management,1998,Leonard M. Tannenbaum,"Greenwich, Connecticut, United States",,,,,,,,,,"Leonard M. Tannenbaum, Founder & CEO",97,,,fifthstreetfinance.com
Fifth Third Bank,Public,Nasdaq,FITBS,,Banking,BankingFinancial services,"June 17, 1858",,"Cincinnati, Ohio, USA",,"Ohio, Kentucky, Indiana, Illinois, Michigan, Tennessee, West Virginia, Florida, Georgia, North Carolina, Pennsylvania",,,,, $2.512 billion , $169.369 billion , $21.203 billion ,"Greg D. Carmichael, Chairman & CEO","19,869",,,www.53.com
FireEye,Private,NASDAQ,FEYE,,Software/Hardware,Computer security,2004,Ashar Aziz,"Milpitas, California, United States",,,Cyber Security Hardware and Software Email SecurityEndpoint SecurityFile SecurityCross Vendor Management Interface,IT security Consulting Services Incident ResponseVulnerability TestingPreparedness Assessment, US$940 million ,,, US$3.245 billion , US$732 million ,"Kevin Mandia, CEO","3,400",,,www.fireeye.com
First Bancorp,Bank Holding,Nasdaq,FBNCS&,,Banking,Banking," Troy, North Carolina in 1935",,,,,,,,,,,,,,,,
First Citizens BancShares,Public,Nasdaq,FCNCA,,Banking,Banking,1898,,"Raleigh, North Carolina, United States",,United States,Commercial bankInvestment bank,,,, US457 million, US$37.161 billion , US$3.586 billion ,"Frank B. Holding Jr., CEO &  Chairperson","7,176",,,www.firstcitizens.com
First Community Bancshares,Public,Nasdaq,FCBC,,Banking,Holding company Banking,,,"Bluefield, Virginia",,,,,,,,,,,,First Community Bank,,
First Federal Bank of the Midwest,Public,Nasdaq,FDEF,,Banking,Banking,1920,,"Defiance, Ohio",,"Ohio, Michigan, Indiana",,, $0.148 billion ,, $0.032 billion , $2.993 billion , $0.373 billion ," William J. Small, ChairmanDonald P. Hileman, CEO & PresidentKevin T. Thompson, CFO",674,,,www.first-fed.com
First Financial Bank,Public,Nasdaq,THFF,,Finance/Insurance,Finance,1834,,"Terre Haute, Indiana, USA",,"Indiana, Illinois, Kentucky, Tennessee",Financial services,,,,,,,"Norman L. Lowery, Vice Chairman & CEO",2000,,,first-online.bank
First Financial Bank (Ohio),Public,Nasdaq,FFBCS&,,Banking,Banking,"August 15, 1863",,"Cincinnati, Ohio",,"Ohio, Illinois, Indiana and Kentucky",,, US$545 million , US$449 million , US$172 million, US$14 billion , US$2 billion ,"Claude E. Davis, ChairmanArchie Brown, CEO",,,,www.bankatfirst.com
First Guaranty Bank,Public,Nasdaq,FGBI,,Banking,Banking,1934,,"Hammond, Louisiana",,Louisiana,,,,,, $1.750 billion , $0.143 billion ," Marshall T. Reynolds, ChairmanAlton B. Lewis, CEO & PresidentEric J. Dosch, CFO",349,,,www.fgb.net
First Hawaiian Bank,Public,Nasdaq,FHBS&,,Banking,Banking,1858,,"First Hawaiian CenterHonolulu, Hawaii, U.S.",,"United States (Hawaii, Guam, and Northern Mariana Islands)",,, US$709 †million ,, US$230 million,,,"Robert S. Harrison, CEO & President","2,100",,,fhb.com
First Internet Bancorp,Public,Nasdaq,INBK,,Finance/Insurance,Finance,1996,,"Indianapolis, Indiana, United States",,,"retail banking, investments in securities",,$20.966 Million,,,,,"David B. Becker, CEO",,,,www.firstinternetbancorp.com
First Interstate BancSystem,Public,Nasdaq,FIBK,,Finance/Insurance,Financial services,1968,,"First Interstate CenterBillings, Montana, USA",150,,Checking accounts  Savings accountsMortgage loansCommercial loansInsuranceTreasury managementInvestmentsEscrow servicesConsumer finance,,,,,,,David L. Jahnke (Chairman)Kevin P. Riley (President and CEO),"2,460",,,firstinterstatebank.com
First Merchants Corporation,Public,Nasdaq,FRME,,Finance/Insurance,Financial Holding,1892,,"Muncie, Indiana, United States",,,"Banking, Trust",,,,,$14.1 billion USD ,,"Mark Hardwick, CEO","1,918",,,firstmerchants.com
First Midwest Bancorp,Public,Nasdaq,FMBIS&,,Banking,Commercial bankingFinancial services,1982,,"8750 W. Bryn Mawr, Suite 1300Chicago, Illinois, U.S.",More than 125 branches at 2017-12-31 ,"Chicago metropolitan areaIllinois, Indiana, Iowa","Consumer Banking, Corporate Banking, Insurance, Investment Banking, Mortgage loans, Private Banking, Private Equity, Wealth Management, Credit Cards, Financial Analysis",,,,$48.6 million,$21.5 billion at 2021-06-30,$908.3 million at 2008-12-31  25.5% from 2007,"Robert O'Meara, Chairman                      Mike Scudder, CEOPaul Clemens, CFO ","1,794",First Midwest Bank,,firstmidwest.com
First Solar,Public,Nasdaq,FSLRS&,,Miscelleneous,Photovoltaics,1999,,"Tempe, Arizona, U.S.",,,,, US$3.58 billion , US$516.66 million , US$546.42 million, US$7.32 billion , US$5.55 billion ,"Michael J. Ahearn, Chairman of Supervisory board, Mark Widmar, CEO","6,400",,,www.firstsolar.com
First Watch (restaurant chain),Public,Nasdaq,FWRG,,Hospitality,Restaurant,1983,Ken PenderyJohn Sullivan,"Bradenton, Florida, U.S.",300+,United States,Breakfast plattersLuch platters,, US$1 billion ,,,,,,"10,000",Egg & I RestaurantsBread & Company,,www.firstwatch.com
FirstService,Public,Nasdaq,FSVTSX,,Service,Real estate services,1989,Jay S. Hennick,"Toronto, Ontario, Canada",,,,,,,,,,"D. Scott Patterson (President and Chief executive officer), Jay S. Hennick (Chairman)","24,000",,,http://www.firstservice.ca
Fiserv,Public,Nasdaq,FISV,,Finance/Insurance,Financial Services,1984,,"Brookfield, Wisconsin, U.S.",,,,, US$ 14.85 †billion, US$ 1.609billion  US$ 1.753billion , US$ 914 million, US$ 77.539billion  US$ 11.262billion , US$ 34.595billion  US$ 2.293billion ,"Frank Bisignano(President, CEO and Director)Robert W. Hau(CFO and Treasurer)Guy Chiarello( COO)","44,000",,,fiserv.com
Five Below,Public,Nasdaq,FIVES&,,Service,Discount store,04-Oct-02,"David Schlessinger, Tom Vellios","Philadelphia, Pennsylvania, United States"," 1,000+ (2021)353 (2014)",United States Äî38 states,"sports, games, fashion accessories, bath and body, candy and beverages, room d√©cor and storage, stationery and school supplies, books, smartphone accessories, novelty and gag items, seasonal items",," US$1,000,400,000 "," US$114,300,000 "," US$78,100,000 "," US$500,500,000 ",,Joel D. Anderson (CEO),"13,000",,,fivebelow.com
Flex (company),Public,Nasdaq,FLEX,,Manufacturing,Electronics manufacturing services (EMS)Original design manufacturer (ODM),25-Sep-69,Joe McKenzieBarbara Ann McKenzie,"San Jose, California, U.S. (operations)Singapore (legal domicile)",100,,,, US$25.44 billion, US$643.72 million, US$428.53 million, US$13.72 billion, US$3.02 billion,Revathi Advaithi(CEO)Paul Lundstrom(CFO)Francois Barbier(Group President)Phillip Ulrich(Chief Resources Officer)Michael D. Capellas(Chairman of the Board),"2,00,000",,,Flex.com
Flexion Therapeutics,Public,Nasdaq,FLXN,,Biotechnology,Pharmaceuticals,2007,,"Burlington, MA",,,,,,,,,,,,,,Flexion Therapeutics
Florists' Transworld Delivery,Private,,,,Retail,Floral industry,"August 18, 1910",Thirteen American florists led by John Valentine,"Downers Grove, Illinois, U.S.",,,,,,,,,,"Charlie Cole, CEO",,Florists' Transworld DeliveryProFlowers,,"www.ftdcompanies.com,www.ftd.com"
Fluidigm,Public,Nasdaq,FLDM,,Biotechnology,Biological Research Equipment,"1999 as ""Mycometrix""",Stephen Quake and Gajus Worthington,"South San Francisco, California, United States",,,,, $ 101.937 million ,,,,,"S. Christopher Linthwaite (President, CEO)",500,,,Official website
FNB United Corp.,,,,,Banking,Banking,"January 14, 1908",,"Charlotte, North Carolina",,,,,,,, $2.397 billion , $0.273 billion ," Robert L. Reid, CEO & PresidentDavid L. Nielsen, CFO",544,,,community1.com †
Focus Financial Partners,,Nasdaq,FOCS,,Finance/Insurance,Investment,01-Jan-06,,New York City,,,,,,,,,,,,,,focusfinancialpartners.com
Fogo de Ch√£o,Private,,,,Hospitality,Restaurants,1979,Arri and Jair Coser,"5908 Headquarters Dr, Plano, Texas, U.S.",57,"United States, Brazil, Mexico, UAE",Churrascaria,,,,,,,"Barry McGowan (CEO), Larry Johnson (Chairman), Tony Laday (CFO), Rick Lenderman (COO), Janet Gieselman (CMO), Selma Oliveira (CPO/CCO), Andrew Feldmann (Pres Int'l)",,,,www.fogo.com
Formula Systems,Public,Nasdaq,FORTY,,Conglomerate,Conglomerate,1985,Dan and Gad Goldstein,"Or Yehuda, Israel",,,,, US$640.62 million , US$49.24 million , US$42.96 million,,,"Guy Bernstein, CEO",,Matrix ITMagic Software EnterprisesSapiens International Corporation,,www.formulasystems.com
Fortinet,Public,Nasdaq,FTNTS&,,Software/Hardware,"Cybersecurity, Network Security, Cloud Security",2000,"Ken Xie, Michael Xie","Sunnyvale, California, United States",,,Fortinet Security FabricFortiGate UTMFortiGate enterpriseFortiGate carrierFortiWebFortiSIEMFortiSandboxFortiClientFortiManagerFortiAnalyzer,next generation firewallsantivirus programsintrusion-prevention systemantispywareantispamVPNwireless securityapplication controlweb filteringSecurity information and event management, US $2.59 billion , US $532 million , US $489 million, US $4.04 billion , US $589 million ,Ken Xie (CEO)Michael Xie (CTO)Keith Jensen (CFO),"8,238",,,www.fortinet.com
Fossil Group,Public,Nasdaq,FOSLS&,,Retail,Fashion,1984,[[]],"Richardson, Texas, U.S.",364,,"Watches, Wallets, Jewelry, Perfume, Leather products",, US$2.21 billion , US$ 28.3 million , US$ 52.3 million, US$1.60 billion , US$503 million ,Kosta Kartsotis (Chairman & CEO),7500,,,www.fossilgroup.com
Foundation Medicine,Subsidiary,,,,Manufacturing,Manufaturer,"Cambridge, Massachusetts",,"Cambridge, Massachusetts, United States",,,FoundationOne CDx FoundationOne Liquid FoundationOne Heme Foundation Insights FoundationSmartTrials,, $152.9 Million ,,,,,Brian Alexander (CEO),"1,300",,,foundationmedicine.com
Fox Corporation,Public,Nasdaq,FOXA,US35137L1052US35137L2043,Media,Mass media,"January 1, 2019",Rupert Murdoch,"1211 Avenue of the Americas, New York City, New York, U.S.",,United States,,, US$12.3 billion †, US$2.59 billion, US$999 million, US$21.75 billion, US$10.42 billion,"Lachlan Murdoch (Executive chairman, CEO)Rupert Murdoch (Chairman)John Nallen (COO)","9,000",Fox Broadcasting CompanyCredible LabsTubi,Fox EntertainmentFox Television StationsFox News MediaFox Sports Media Group,www.foxcorporation.com 
Franchise Group,Public,Nasdaq,FRG,,Retail,Holding company Retail,1997,John Hewitt,"Virginia Beach, Virginia, U.S.",,,Tax preparationTax preparation coursesGeneral retail,,,,,,,CEO Brent Turner COO Ted Demarino CFO Michael Piper ,,"Liberty Tax ServiceBuddy's Home FurnishingJTH Tax, Inc.American FreightThe Vitamin ShoppePet Supplies Plus",,www.franchisegrp.com
Franklin Electric,Public,Nasdaq,FELES&,US3535141028,Manufacturing,Manufacturing,1944,,"Fort Wayne, Indiana, United States of America",,,,,1.3 †billion ,,,,,Gregg Sengstack (Chairman of the Board and CEO),"4,520",,,www.franklin-electric.com
FreightCar America,Public,Nasdaq,RAIL,,Transportation/Logistics,Rail transport,1901,,"Chicago, United States",,,Freight cars,,$141.3 million,,,,,,,,,freightcaramerica.com
Freshpet,Public,Nasdaq,FRPT,,FMCG,Pet food,2006,,"Secaucus, New Jersey 07096-2157, United States",,,Refrigerated pet food,, $263 Million,,,,,,463,,,freshpet.com
Frontier Airlines,,,,,Transportation/Logistics,Carrier,"February 8, 1994 ","Frederick W. ""Rick"" Brown, Janice Brown and Bob Schulman","Denver, Colorado, US",,,,, US$2.156 †billion , US$120million , US$83 million,,,"Bill Franke (Chairman, CEO)Barry L. Biffle (President)",,,,www.flyfrontier.com
FuelCell Energy,Public,Nasdaq,FCEL,US35952H6018,Energy,"Renewable energy, Fuel cells, Carbon capture and energy storage",1969,,"Danbury, Connecticut, United States",,,,,US$70.87 million,,,,,"Jason Few, CEO and President",,,,www.fuelcellenergy.com
Full House Resorts,Public,Nasdaq,FLL,,Entertainment/Gaming,Gaming,1987,,"Summerlin South, Nevada",5 casinos,,,,$125.6 million ,$10.5 million ,$-0.1 million,,,"Dan Lee (CEO)Allen Paulson (CEO, 1994-2000)Lee Iacocca (director, 1998-2013)","924 full-time, 227 part-time",,,fullhouseresorts.com
Fulton Financial Corporation,Public,Nasdaq,FULTS&,,Finance/Insurance,Finance,1882,,"Lancaster, Pennsylvania, USA",,,Banking,,US$ 793.28 million ,,US$ 171.75 million,US$ 20.037 billion ,US$ 2.23 billion ,"E. Philip ""Phil"" Wenger Chairman, President & CEO","3,500",,,www.fult.com
Funko,Public,Nasdaq,FNKO,,Entertainment/Gaming,Toys,"March 6, 1998",Mike Becker,"Everett, Washington, U.S.",,,"Vinyl figures, bobbleheads",, US$516 million, $42.1 million, $3.7 million,,,Brian Mariotti (CEO)Andrew Perlmutter (President),,,,
Futu,Public,Nasdaq,FUTU,,Conglomerate,Conglomerate,,Leaf Hua Li,"Admiralty, Hong Kong",,Worldwide,Diversified investments,,,,,HK$87.1 billion as of ,,Leaf Hua Li,561,"Moomoo, Inc",,www.futuholdings.com/en-us
Galapagos NV,Public,Euronext,GLPG,,Biotechnology,Pharmaceutical,1999,,"Mechelen, Belgium",,,filgotinib; GLPG1205; GLPG0778,,Euro 288.836 million ,,Euro 29.259 million,"Euro 1,439.496 million ","Euro 1,214.249 million ","Onno van de Stolpe (CEO), Raj Parekh (Chairman)",725,,,www.glpg.com
Gaming and Leisure Properties,Public,Nasdaq,GLPI,,Real Estate,Real Estate,"November 1, 2013",,"Wyomissing, Pennsylvania, U.S.",,,,,$1.2 billion †,,$506 million,$9.0 billion,,,560,,,glpropinc.com
GCI (company),Public,Nasdaq,GLIBA,,Telecom,Telecommunications,1979,,"Anchorage, Alaska",,,"cable television service, Internet access, and Wireline (networking) and cellular telephone",,,,,,,,"2,200",,,www.gci.com
Genasys,Public,,,,Manufacturing,Technology/Manufacturing,1980,Elwood Norris,"San Diego, California, U.S.",,Worldwide,Long Range Acoustic DeviceLRAD-RXLRAD 1000XiLRAD 1000RXLLRAD 100XLRAD 500XLRAD 300XLRAD 450XLiLRAD 100X,,,,,,,Richard S. Danforth (Chief Executive Officer)Dennis Klahn (Chief Financial Officer)General John G. Coburn (Ret.) (Chairman),,,,genasys.com
